text,label
I saw lauth yesterday.,Spelling
He typed descend in the message.,Spelling
I saw romonac yesterday.,Spelling
She wrote accruell in her notebook.,Spelling
They said mlarge in class.,Spelling
I saw pleas yesterday.,Spelling
She wrote peple in her notebook.,Spelling
He typed pseudononymous in the message.,Spelling
She wrote unparreled in her notebook.,Spelling
I saw corsoues yesterday.,Spelling
He typed sor in the message.,Spelling
This is tress example.,Spelling
They said whern in class.,Spelling
She wrote diznd in her notebook.,Spelling
I saw amout yesterday.,Spelling
She wrote redictulous in her notebook.,Spelling
I saw luky yesterday.,Spelling
They said inconviencence in class.,Spelling
I saw eficiency yesterday.,Spelling
He typed climed in the message.,Spelling
I saw sohod yesterday.,Spelling
I saw frendly yesterday.,Spelling
I saw appration yesterday.,Spelling
She wrote espeasally in her notebook.,Spelling
I saw cykolidgy yesterday.,Spelling
They said sheam in class.,Spelling
I saw aphsing yesterday.,Spelling
She wrote qutie in her notebook.,Spelling
This is encapsualtion example.,Spelling
This is appolige example.,Spelling
The word vaccume is wrong.,Spelling
This is rend example.,Spelling
She wrote tobboganing in her notebook.,Spelling
The word frandely is wrong.,Spelling
They said oul in class.,Spelling
They said colt in class.,Spelling
They said reumaitis in class.,Spelling
She wrote vacantance in her notebook.,Spelling
They said beid in class.,Spelling
I saw specismen yesterday.,Spelling
I saw tryant yesterday.,Spelling
This is beneth example.,Spelling
I saw curticy yesterday.,Spelling
I saw eplained yesterday.,Spelling
He typed millitary in the message.,Spelling
He typed so-folk in the message.,Spelling
She wrote sopte in her notebook.,Spelling
She wrote specifuclly in her notebook.,Spelling
The word litseds is wrong.,Spelling
The word bese is wrong.,Spelling
They said cemestrey in class.,Spelling
I saw appitlie yesterday.,Spelling
This is a_round example.,Spelling
The word Soroity is wrong.,Spelling
This is shggy example.,Spelling
He typed pag in the message.,Spelling
She wrote decendant in her notebook.,Spelling
I saw satafactoraly yesterday.,Spelling
She wrote continient in her notebook.,Spelling
This is suffissioncy example.,Spelling
They said refuring in class.,Spelling
She wrote illimunate in her notebook.,Spelling
I saw galord yesterday.,Spelling
This is distingish example.,Spelling
She wrote algebraical in her notebook.,Spelling
This is garle example.,Spelling
She wrote marry in her notebook.,Spelling
She wrote incdently in her notebook.,Spelling
I saw sympthatic yesterday.,Spelling
This is ersistable example.,Spelling
They said jumb in class.,Spelling
They said marsk in class.,Spelling
This is exstent example.,Spelling
She wrote adegate in her notebook.,Spelling
The word bullettin is wrong.,Spelling
He typed especsily in the message.,Spelling
They said clos_room in class.,Spelling
I saw cancled yesterday.,Spelling
I saw doratory yesterday.,Spelling
They said dro in class.,Spelling
She wrote benifit in her notebook.,Spelling
I saw inashles yesterday.,Spelling
I saw rebarter yesterday.,Spelling
They said pususading in class.,Spelling
He typed princples in the message.,Spelling
I saw pemenent yesterday.,Spelling
The word agerm is wrong.,Spelling
The word skillfully is wrong.,Spelling
He typed existense in the message.,Spelling
The word ges is wrong.,Spelling
He typed couldent in the message.,Spelling
He typed confectionary in the message.,Spelling
I saw creek yesterday.,Spelling
She wrote teckinicital in her notebook.,Spelling
This is phamflet example.,Spelling
This is acocly example.,Spelling
He typed shgy in the message.,Spelling
They said stof in class.,Spelling
He typed advanched in the message.,Spelling
This is apraatuss example.,Spelling
She wrote recevs in her notebook.,Spelling
I saw lod yesterday.,Spelling
He typed affdated in the message.,Spelling
The word boured is wrong.,Spelling
She wrote shalf in her notebook.,Spelling
She wrote heep in her notebook.,Spelling
She wrote montanous in her notebook.,Spelling
This is fertil example.,Spelling
This is pleas example.,Spelling
He typed mate in the message.,Spelling
I saw forer yesterday.,Spelling
They said varies in class.,Spelling
She wrote goal_keeper in her notebook.,Spelling
They said stroy in class.,Spelling
He typed tepy in the message.,Spelling
This is painfull example.,Spelling
I saw clob yesterday.,Spelling
He typed gaint in the message.,Spelling
They said refergiator in class.,Spelling
I saw prelimary yesterday.,Spelling
He typed sifrle in the message.,Spelling
I saw purlmily yesterday.,Spelling
He typed imfusiastic in the message.,Spelling
He typed dimentions in the message.,Spelling
This is veiued example.,Spelling
She wrote betifoll in her notebook.,Spelling
I saw recourse yesterday.,Spelling
They said resouce in class.,Spelling
They said vagabound in class.,Spelling
She wrote saficient in her notebook.,Spelling
This is their example.,Spelling
She wrote naturely in her notebook.,Spelling
They said resved in class.,Spelling
They said aphadivode in class.,Spelling
He typed and in the message.,Spelling
He typed biscuts in the message.,Spelling
They said gouvges in class.,Spelling
This is stactics example.,Spelling
They said inconvenitents in class.,Spelling
The word faces is wrong.,Spelling
They said analyzes in class.,Spelling
I saw lens yesterday.,Spelling
She wrote gallrey in her notebook.,Spelling
They said cup in class.,Spelling
She wrote eltitude in her notebook.,Spelling
This is aste example.,Spelling
This is tap example.,Spelling
He typed courtey in the message.,Spelling
I saw stumak yesterday.,Spelling
The word scaned is wrong.,Spelling
They said materdoor in class.,Spelling
They said and in class.,Spelling
He typed scanty in the message.,Spelling
They said mching in class.,Spelling
They said temporalry in class.,Spelling
The word moor is wrong.,Spelling
This is scambld example.,Spelling
I saw awer yesterday.,Spelling
I saw doce yesterday.,Spelling
This is eniemies example.,Spelling
He typed noise'y in the message.,Spelling
The word perserve is wrong.,Spelling
He typed fundumental in the message.,Spelling
He typed apatiet in the message.,Spelling
They said suspicsion in class.,Spelling
The word Motor-bikes is wrong.,Spelling
The word scissor is wrong.,Spelling
She wrote agency in her notebook.,Spelling
She wrote pnuemonia in her notebook.,Spelling
They said uscostumed in class.,Spelling
He typed materealery in the message.,Spelling
This is emegtl example.,Spelling
The word captored is wrong.,Spelling
I saw lomp yesterday.,Spelling
The word equiped is wrong.,Spelling
He typed miscelaneous in the message.,Spelling
They said looses in class.,Spelling
I saw rejoce yesterday.,Spelling
This is melloncoly example.,Spelling
I saw heigth yesterday.,Spelling
The word opion is wrong.,Spelling
This is vistors example.,Spelling
They said cuming in class.,Spelling
The word prefared is wrong.,Spelling
The word ubiquitious is wrong.,Spelling
They said tae in class.,Spelling
The word cisting is wrong.,Spelling
She wrote transifered in her notebook.,Spelling
He typed protaganists in the message.,Spelling
This is rap example.,Spelling
This is satur example.,Spelling
She wrote min in her notebook.,Spelling
They said greif in class.,Spelling
This is effecinately example.,Spelling
She wrote gallot in her notebook.,Spelling
The word tened is wrong.,Spelling
They said condistion in class.,Spelling
The word uniomus is wrong.,Spelling
I saw Immdiately yesterday.,Spelling
I saw sufficuint yesterday.,Spelling
She wrote fundomental in her notebook.,Spelling
This is desidly example.,Spelling
This is sorarity example.,Spelling
She wrote brezze in her notebook.,Spelling
The word atterney is wrong.,Spelling
They said wones in class.,Spelling
She wrote leve in her notebook.,Spelling
She wrote poatrey in her notebook.,Spelling
This is Physology example.,Spelling
The word sukseful is wrong.,Spelling
The word reguarly is wrong.,Spelling
I saw sucption yesterday.,Spelling
He typed Chauetouequa in the message.,Spelling
The word benath is wrong.,Spelling
The word norishing is wrong.,Spelling
He typed inetals in the message.,Spelling
The word to is wrong.,Spelling
The word aftedavid is wrong.,Spelling
They said Wensday in class.,Spelling
He typed agentses in the message.,Spelling
She wrote event_bold in her notebook.,Spelling
The word kop is wrong.,Spelling
The word mack is wrong.,Spelling
She wrote cosce in her notebook.,Spelling
The word execusite is wrong.,Spelling
This is hooem example.,Spelling
She wrote exebrion in her notebook.,Spelling
I saw estamed yesterday.,Spelling
I saw explaind yesterday.,Spelling
She wrote critiszm in her notebook.,Spelling
The word soen is wrong.,Spelling
I saw setistics yesterday.,Spelling
He typed cuseet in the message.,Spelling
I saw anoyance yesterday.,Spelling
He typed could in the message.,Spelling
I saw preshon yesterday.,Spelling
He typed destinaion in the message.,Spelling
The word potato is wrong.,Spelling
The word be is wrong.,Spelling
I saw sussfull yesterday.,Spelling
This is fincially example.,Spelling
They said rediciouls in class.,Spelling
She wrote sedualed in her notebook.,Spelling
The word extened is wrong.,Spelling
She wrote morgh in her notebook.,Spelling
He typed redicilous in the message.,Spelling
He typed intertes in the message.,Spelling
They said serpulse in class.,Spelling
She wrote entred in her notebook.,Spelling
The word rune is wrong.,Spelling
The word cieling is wrong.,Spelling
He typed dep in the message.,Spelling
She wrote cracle in her notebook.,Spelling
The word sais is wrong.,Spelling
I saw vanencies yesterday.,Spelling
This is lekt example.,Spelling
I saw culu yesterday.,Spelling
He typed ilustrate in the message.,Spelling
I saw surntered yesterday.,Spelling
I saw Satuarday yesterday.,Spelling
The word dispair is wrong.,Spelling
The word breeth is wrong.,Spelling
They said kondis in class.,Spelling
This is begingig example.,Spelling
The word garentea is wrong.,Spelling
The word had is wrong.,Spelling
She wrote b_for in her notebook.,Spelling
They said counshes in class.,Spelling
They said from in class.,Spelling
He typed folosity in the message.,Spelling
This is imediate example.,Spelling
She wrote thses in her notebook.,Spelling
The word cerflos is wrong.,Spelling
I saw amenable yesterday.,Spelling
This is spellend example.,Spelling
The word anticipitate is wrong.,Spelling
The word effextionally is wrong.,Spelling
He typed wee in the message.,Spelling
I saw audatorum yesterday.,Spelling
They said labratory in class.,Spelling
She wrote fied in her notebook.,Spelling
She wrote highdrolick in her notebook.,Spelling
She wrote yur in her notebook.,Spelling
They said bulletion in class.,Spelling
The word run is wrong.,Spelling
He typed decomposited in the message.,Spelling
The word aspecly is wrong.,Spelling
He typed freindly in the message.,Spelling
He typed robe in the message.,Spelling
He typed critisesimon in the message.,Spelling
This is mestry example.,Spelling
She wrote espiciely in her notebook.,Spelling
She wrote cann't in her notebook.,Spelling
The word ventelated is wrong.,Spelling
He typed misolainious in the message.,Spelling
This is vagacy example.,Spelling
I saw curouity yesterday.,Spelling
They said spicel in class.,Spelling
This is schol example.,Spelling
She wrote delinket in her notebook.,Spelling
I saw economecle yesterday.,Spelling
They said assertaining in class.,Spelling
I saw look yesterday.,Spelling
The word temppure is wrong.,Spelling
He typed accomodates in the message.,Spelling
I saw indeffinete yesterday.,Spelling
He typed deporty in the message.,Spelling
He typed romantice in the message.,Spelling
They said caried in class.,Spelling
The word fundelmentl is wrong.,Spelling
She wrote branck in her notebook.,Spelling
They said freequently in class.,Spelling
This is stistics example.,Spelling
He typed interence in the message.,Spelling
This is vaya example.,Spelling
He typed recipt in the message.,Spelling
He typed approximent in the message.,Spelling
They said phaise in class.,Spelling
They said determin in class.,Spelling
The word toboggen is wrong.,Spelling
He typed sarority in the message.,Spelling
They said prisin in class.,Spelling
She wrote regein in her notebook.,Spelling
He typed fatd in the message.,Spelling
He typed negotition in the message.,Spelling
He typed irrisitstable in the message.,Spelling
She wrote representatives' in her notebook.,Spelling
